tweet_id,doc,text
1575210648212217856,doc_3510,"Until recently, #Russians have been enjoying the “Squid Game"" series on @netflix
After #russia’s full-scale invasion of #Ukraine, Netflix left the russian market, but ""Squid Game"" remains. #Russian #UkraineWar #russiaisateroriststate #UkraineRussiaWar https://t.co/r4aaf6L0rK"
1575201957543018496,doc_3586,@SkyNews BS the Nordstream gas pipelines where INTENTIONAL destroyed FACT seismic sensors detected explosions #NordStreamSabotage #nordstream1 #nordstream2 plus biden mentioned he would take out #nordstream pipeline if #Russia invaded #UkraineRussiaWar in a speech!
1575201526326272000,doc_3589,"#Biden stepping on break?

""funding is for contracts for weapons and equipment, it's aimed at helping #Ukraine secure its longer-term defense needs. It could TAKE YEAR OR TWO for Ukraine to get the systems""

#UkraineRussiaWar
#ukrainewar

https://t.co/fgug5M6p97"
1575199032930365440,doc_3602,"#Russia 🇷🇺 / #Ukraine 🇺🇦

🔴 ""Putin may announce by the end of the year that the ""special military operation"" is ending, and Russia will protect only controlled territories""
- Turkish newspaper dikGAZETE

#RussianUkrainianWar 
#UkraineRussiaWar
#UkraineWar"
1575196507770593282,doc_3622,"Another 2 abandoned T-80BV tanks were found in #Kharkiv Oblast! But it was a ""scheduled exit without equipment"" 🤣🤣🤣

 #RussiaUkraineWar #Russia #UkraineRussianWar #UkraineRussiaWar #UkraineWar #UkrainianArmy #Ukraine #Kherson #Donbass #odessa #Kyiv #Kharkiv #NATO #USA https://t.co/rzR3UM16Xn"
1575194371745812480,doc_3639,"How are those #ReparationsNow working out for you?

#UkraineRussiaWar https://t.co/ayAs4TULGl"
1575192818900795392,doc_3656,"Isn't it nice to know her priorities? The public hasn't seen her in days. I mean the British people her people?
But yes lets have phone calls with Zelenskyy?

I said she will sell Britain out and she did!

#TrussOut #UkraineRussiaWar https://t.co/hXbgRbnM4F"
1575189678181216256,doc_3687,"Ukrainian Air Force 😎
#Russians #Russia #Ukraine #Ukrainian #UkraineWar #UkraineRussiaWar #RussiaIsATerroristState https://t.co/42qViJ52GK"
1575188324842876928,doc_3704,"@PKythreotis She's biased, embarrassing and unfair. #UkraineRussiaWar"
1575186506574331904,doc_3716,"Excitingly,Draganfly's has an impressive global reach. 

One of it's global client will make a drone order that will see the share price soaring.
$DPRO #Draganfly 
#UkraineRussiaWar #TrudeauResign  RCMP https://t.co/fjYGIUZ4aQ"
1575186108207763456,doc_3718,"🤔Umm, whole world is criticizing Russia for their Mobilization Orders, &amp; this video shows Ukrainian Army allegedly pulling Kids from colleges to go to the front line and fight. It's happening both sides of Border🤦
#mobilization #UkraineRussiaWar #UkrainianArmy #Warzone #crime https://t.co/3ZpxxfGxK7"
1575185820989784065,doc_3723,"Dinner is served, Mr. Crow!

Our Ukraine military make sure no man, animal or bird go hungry.
#UkraineRussiaWar https://t.co/fn8HCqoSiz"
1575185142775427072,doc_3731,@TimRunsHisMouth Biden and his handlers have always wanted war. The destruction of America allows them to build back in their image. These are communists to the core and what they are doing is straight from the playbook. It started in the 50s-60s. They are here.  #UkraineRussiaWar #marxism
1575183493881266176,doc_3747,"The MAGA Right and the ""Revolutionary Left"" have a  joint project to fully rehabilitate Neville Chamberlain.

#UkraineRussiaWar"
1575180631268433920,doc_3778,"#Ukrainian #students studying at foreign universities are detained when trying to pass through checkpoints in the #Lviv region (#Polish border).
Students cannot travel abroad, although legally they have such a right.
They need to serve in #UkraineRussiaWar

#UkraineWarNews https://t.co/QjDrskNI64"
1575177640067010560,doc_3814,"me at any given time of the day
📸 by meshpuff.
#HurricanIan #الدولار #العراق #لبنان #UkraineRussiaWar #MahsaAmani #IranProtests2022 #Qatar2022 #البرازيل #T20WorldCup #USA #uk #ItalianGP #Pakistan #tokyomewmew #مجلس_الوزراء #مساء_الخير etc https://t.co/MyS9PRFr3P"
1575175234654990336,doc_3841,It’s mainly being laundered. God knows it’s true. #UkraineRussiaWar #Ukraine️ #CORRUPTION #moneylaundering https://t.co/iUoYpOhIB9
1575169420661760000,doc_3878,"@LeilaniDowding @BorisJohnson's. First visit to #UkraineRussiaWar was to make sure Zelensky did not accept Putin's peace proposal.
They need war any war, just keep it going.
@conservatives 
@trussliz 
@BWallaceMP 
@HouseofCommons 
@UKHouseofLords 
@DesmondSwayne 
@reallySirChope 
@SirGrahamBrady"
1575164165047451658,doc_3908,"If, like me, there is a 13 yr old gamer inside you, then you will enjoy this redo video. #UkraineRussiaWar https://t.co/fzCrBLQnEa"
